position,frequency,adjectives_adverbs,,score
0.9,0.4,0.4,0.9,0.30354940448806483
0.5,0.8,0.0,0.9,0.2481961960685271
0.8,0.0,0.9,0.2,0.5434322308435612
0.8,0.7,0.8,0.0,0.6536739469266989
0.6,0.0,0.1,0.7,0.27333954229574514
0.3,0.4,1.0,0.8,0.14614642449882517
0.0,0.0,0.8,0.3,0.3856960711737092
0.0,0.5,0.6,0.0,0.2869702781424959
0.4,0.5,0.2,0.7,0.14110265380946652
0.5,0.8,0.1,0.3,0.3015113182457643
0.8,0.7,0.8,0.6,0.5498062913520286
0.6,0.0,0.2,0.1,0.47310490347599476
0.0,0.6,0.2,0.3,0.23281735560299308
0.0,1.0,0.9,0.8,0.45569036920028894
0.5,0.8,0.1,0.7,0.33306100879966033
0.0,0.3,1.0,0.0,0.062238119935881554
0.3,0.2,0.2,0.5,0.02383673690387537
0.6,0.0,0.3,0.5,0.3378933354000964
0.5,0.9,0.7,0.0,0.509482344490744
0.8,0.1,0.0,1.0,0.2822943051696294
0.7,0.6,0.6,0.8,0.374532302951664
0.5,0.8,0.2,1.0,0.1823943635801123
0.5,0.8,0.3,0.1,0.4025376566708068
0.6,0.0,0.5,0.2,0.500205827714379
0.5,0.8,0.3,0.3,0.29742169285718667
0.5,0.8,0.3,0.5,0.22715411486556839
0.4,0.0,0.1,0.0,0.2929878129704813
0.8,0.1,0.2,0.6,0.3836645238609676
0.5,0.8,0.3,0.7,0.18984954357730194
0.3,0.5,0.6,0.8,0.05078014701027205
0.6,0.0,0.5,1.0,0.2920132679108427
0.0,0.5,0.2,0.6,0.10521189634936508
0.3,0.4,0.2,0.0,0.12445331533476246
0.5,0.8,0.4,0.4,0.3716113735973072
0.3,0.3,0.2,0.7,0.042016983116829804
0.4,0.8,0.6,0.9,0.18384006173844594
0.4,0.1,0.1,0.2,0.16505454868103314
0.6,0.0,0.7,0.7,0.4922364698126357
0.8,0.8,0.4,0.3,0.4309584797517671
0.5,0.8,0.5,0.1,0.3382222658817261
0.4,0.1,0.9,0.1,0.290955637158017
0.0,1.0,1.0,0.9,0.45569036920028894
0.5,0.8,0.5,0.3,0.3641677539323123
0.8,0.8,0.5,0.2,0.5498062913520286
0.3,0.6,0.2,0.8,0.026713406571534894
0.4,0.4,0.6,0.9,0.18875849161916097
0.3,0.6,0.3,0.1,0.09444501552544306
1.0,0.3,0.4,0.6,0.37018491321337404
0.3,0.2,0.0,0.1,0.016681681578583938
0.5,0.8,0.6,0.0,0.4913068717380751
0.3,0.6,0.9,0.6,0.1247079235122304
0.6,0.0,0.9,0.7,0.500205827714379
0.3,0.4,0.3,0.3,0.058859029672303026
0.5,0.8,0.6,0.6,0.32124179641492945
0.8,0.1,0.7,0.1,0.5784698597305561
0.8,0.8,0.7,1.0,0.4284139179480937
0.4,0.7,0.7,0.5,0.24635550126447217
0.5,0.5,1.0,0.8,0.34728674175498747
0.8,0.8,0.9,0.0,0.5402531979719919
0.6,0.1,0.0,0.3,0.28642512360282135
0.4,0.5,0.7,0.5,0.2876266520365287
0.5,0.8,0.7,0.5,0.3641677539323123
0.6,0.1,0.0,0.7,0.2635439642570439
0.5,0.8,0.7,0.9,0.3015113182457643
0.5,0.8,0.8,0.2,0.4203111446299756
0.8,0.1,0.9,0.1,0.44223720577070924
0.5,0.8,0.8,0.3,0.40492427788509894
0.6,0.1,0.1,0.4,0.28642512360282135
0.3,0.4,0.9,0.7,0.13066812400274908
0.7,0.2,0.8,0.0,0.3509476264976393
0.5,1.0,0.2,1.0,0.3379072708851821
0.4,0.3,0.9,0.6,0.3132382556384423
0.8,0.9,0.1,0.3,0.43478272644791466
0.8,0.1,1.0,0.2,0.5434322308435612
0.5,0.8,0.9,0.3,0.4203111446299756
0.8,0.9,0.1,0.9,0.37516525550002766
0.5,0.6,0.2,0.4,0.26473859917285486
0.3,0.3,0.0,0.8,0.04064439279354951
0.6,0.1,0.2,0.9,0.2635439642570439
0.5,0.8,1.0,0.0,0.3435327798895203
0.8,0.9,0.2,1.0,0.4188533180243986
0.6,0.1,0.3,0.2,0.4695004411813448
0.5,0.1,0.5,0.8,0.2839111042770702
0.8,0.2,0.1,1.0,0.32213546387719383
0.3,0.4,0.0,0.6,0.07243243618305961
0.5,1.0,0.5,0.2,0.40738391875632857
0.5,0.6,0.3,0.7,0.23624072584988753
0.6,0.1,0.4,0.3,0.49660136541972916
0.4,0.0,0.8,0.1,0.31662564342969507
0.9,0.6,0.1,0.6,0.28546853320696775
0.0,0.4,0.3,0.8,0.09163441492073991
0.3,0.5,0.6,0.0,0.13894877687089233
0.8,0.9,0.5,0.7,0.43478272644791466
0.4,1.0,0.3,0.7,0.21505832789102558
0.0,0.7,0.3,0.4,0.32587055791338526
0.5,0.9,0.1,0.0,0.21460618502654868
0.8,0.9,0.6,0.2,0.5624761844541357
0.5,1.0,0.6,0.9,0.3626586047227137
0.1,0.0,0.1,0.0,0.6613005700441911
0.5,0.9,0.1,0.4,0.33599592314120913
0.0,0.5,0.8,0.9,0.16567085264646206
0.6,0.5,0.5,0.4,0.29086959763387504
0.8,0.9,0.7,0.3,0.5624761844541357
0.5,0.9,0.1,1.0,0.25302665191962403
0.6,0.1,0.6,0.1,0.4695004411813448
1.0,0.4,0.8,0.7,0.4969378132967177
0.5,1.0,0.7,0.6,0.39500689712678394
0.0,0.7,0.6,0.8,0.2783311759969218
0.6,0.1,0.6,0.5,0.49660136541972916
0.0,0.7,0.5,0.1,0.40738391875632857
0.7,0.3,0.3,0.0,0.3698287693431856
0.5,0.9,0.2,0.5,0.2618062424010885
0.6,0.1,0.6,0.9,0.28642512360282135
0.8,0.9,0.8,0.4,0.47549360576106137
0.3,1.0,0.3,1.0,0.15294842910929274
0.4,0.6,0.1,0.9,0.06492422123506474
0.5,0.9,0.2,0.9,0.1823943635801123
0.5,0.6,0.6,0.3,0.3439761056204602
0.4,0.6,0.2,0.1,0.21022897833988746
0.8,0.9,0.8,1.0,0.43478272644791466
0.8,0.2,0.9,0.0,0.43396034532556094
0.3,0.6,0.2,0.3,0.05078014701027205
0.0,0.4,0.7,1.0,0.10309374826688515
0.6,0.1,0.7,0.6,0.49660136541972916
0.8,0.9,0.9,0.5,0.5624761844541357
0.3,0.2,0.9,0.3,0.061893955643013
0.6,0.1,0.7,1.0,0.31267225551009675
0.8,0.9,1.0,0.0,0.5670047338684256
0.5,0.9,0.3,1.0,0.25489525669964497
0.0,0.6,0.4,0.3,0.2929368115929045
0.3,0.6,0.9,0.4,0.10302595759368872
0.8,1.0,0.0,0.3,0.43478272644791466
0.3,0.4,0.8,0.5,0.09403786226853265
0.7,0.8,0.2,0.0,0.3098696218923328
0.4,0.4,0.5,0.2,0.26440997166767854
0.5,0.9,0.4,0.7,0.2856263459588313
0.4,0.6,0.4,0.1,0.24830788572764917
0.0,0.7,1.0,0.9,0.2847482507287561
0.4,0.9,0.6,0.1,0.24691907979432084
0.8,0.3,0.1,0.3,0.31664077287794556
0.5,0.1,1.0,0.8,0.23486401163586296
0.6,0.1,0.9,0.4,0.4695004411813448
0.5,0.9,0.5,0.2,0.4025376566708068
0.3,0.3,0.9,0.9,0.07408004677895665
0.6,0.1,1.0,0.1,0.49660136541972916
0.5,0.9,0.5,1.0,0.30669289020035384
0.6,0.1,1.0,0.5,0.4695004411813448
0.8,1.0,0.4,0.1,0.5165623506407727
0.0,0.6,0.1,0.2,0.20183594253360618
0.9,0.7,0.0,0.9,0.2853570957590412
0.5,0.9,0.6,0.3,0.32760669847201535
0.6,0.0,0.1,0.9,0.30187212330746593
0.8,1.0,0.5,0.1,0.537803923145294
0.0,0.1,0.2,0.3,0.3529021847493351
1.0,0.5,0.7,0.3,0.48180303807641195
0.5,0.9,0.6,0.7,0.2552195018369268
0.6,0.2,0.0,0.5,0.28719693037659877
0.8,1.0,0.5,0.7,0.3783451142252001
0.5,0.5,0.7,0.1,0.47657256134696097
0.6,0.2,0.1,0.5,0.28719693037659877
0.4,0.8,0.7,1.0,0.1434735923305509
0.5,0.9,0.7,0.6,0.3097987144867313
0.6,0.6,0.1,0.6,0.2647747260427312
0.0,0.3,1.0,0.6,0.03539702257800796
0.3,0.2,0.7,0.0,0.03505285828513941
0.5,0.9,0.7,0.8,0.3015113182457643
0.6,0.6,0.1,0.8,0.24150513140739233
0.4,0.1,0.3,0.5,0.1934510756639021
0.5,0.9,0.8,0.1,0.4816081511188896
0.4,0.2,0.0,0.9,0.14951215273838334
0.3,0.5,0.5,0.1,0.10031346933074355
0.3,1.0,0.7,0.9,0.11397361292504059
0.4,0.3,0.0,0.8,0.13622193231105376
0.8,1.0,0.9,0.5,0.537803923145294
0.6,0.2,0.3,0.5,0.30312633880011475
0.4,0.2,0.1,0.3,0.22716743954899746
0.4,0.6,0.8,0.7,0.25686345158577883
0.4,0.7,0.7,1.0,0.2290146176124884
1.0,0.6,0.1,0.3,0.4003081466834803
0.9,0.7,0.5,0.4,0.3716442516860681
0.5,0.2,0.3,0.3,0.4081863007270439
0.8,1.0,1.0,0.1,0.5390829905758758
0.6,0.2,0.3,0.9,0.2717796081423322
0.5,0.9,0.9,0.2,0.4203111446299756
0.0,0.7,0.5,0.9,0.3430457579488587
0.5,0.9,0.9,0.6,0.4025376566708068
0.5,0.2,0.4,0.0,0.28334919651492635
0.6,0.0,0.7,0.5,0.5194454865756672
0.5,0.3,0.5,0.5,0.37561189553309376
0.9,0.0,0.1,0.6,0.38697843983191904
0.9,0.0,0.2,0.1,0.6613005700441911
0.6,0.2,0.5,0.9,0.28719693037659877
0.9,0.0,0.2,0.7,0.4436257614374723
0.3,0.3,0.8,0.0,0.08719686872702674
0.3,1.0,0.9,0.5,0.2104232928412512
0.5,0.7,0.3,0.1,0.40277745870409365
0.3,0.4,0.7,0.1,0.10100727907407601
0.3,0.6,0.1,0.7,0.044565338342285446
0.6,0.2,0.7,0.4,0.4558217567814603
0.5,0.0,0.4,0.0,0.4257012462747965
0.5,1.0,0.1,0.1,0.3423083406564521
0.5,1.0,0.1,0.3,0.3015557543823473
0.6,0.2,0.7,0.9,0.30312633880011475
0.7,0.4,0.4,0.0,0.33933480942806066
0.5,1.0,0.1,0.5,0.22715411486556839
0.1,0.0,0.2,0.7,0.37243530234799527
0.5,1.0,0.1,0.6,0.301862434349257
0.4,0.1,0.6,0.5,0.21041971043744492
0.5,1.0,0.1,0.9,0.33306100879966033
0.0,0.7,0.8,0.0,0.505133087591011
0.9,0.0,0.5,0.8,0.46642888985658787
0.6,0.2,0.9,0.5,0.48395872541703366
0.7,0.9,0.2,0.3,0.4093826151896757
0.5,1.0,0.2,0.8,0.20730714461422883
0.4,0.3,0.4,0.6,0.1120060870676469
0.0,0.0,0.8,0.5,0.29959333417720224
0.6,0.3,0.0,0.2,0.3124822850488296
0.6,0.1,0.1,1.0,0.29647651038630396
0.8,0.4,0.5,0.0,0.5214766859985281
0.5,1.0,0.3,0.7,0.28876176854742075
0.3,0.7,0.4,0.6,0.06837786071307672
0.8,0.4,0.5,0.4,0.5199966364634253
0.9,0.0,0.8,0.9,0.5130609904713527
0.3,0.7,0.4,0.7,0.09761269751864533
0.9,0.8,0.3,0.6,0.3047122761972365
0.0,0.7,0.4,0.8,0.3381994958633369
0.5,1.0,0.4,0.0,0.3641677539323123
0.4,0.7,0.3,0.2,0.24112778904755575
0.5,0.7,0.7,0.0,0.5514790300977169
0.5,1.0,0.4,0.6,0.2777356508246045
0.9,0.0,1.0,0.4,0.6613005700441911
0.6,0.3,0.1,0.9,0.282248025845945
0.9,0.0,1.0,1.0,0.5530337923863164
0.5,0.6,0.4,0.4,0.3506917879793759
0.3,0.5,0.4,0.0,0.09409866066275693
0.4,0.1,0.8,0.9,0.17038227969627628
0.0,0.5,0.4,0.2,0.18622609715569863
0.4,0.3,0.5,1.0,0.0707898302149654
0.3,0.3,0.5,0.8,0.02383673690387537
1.0,0.7,0.5,0.6,0.39773709051517553
0.5,1.0,0.5,0.7,0.24824691222385598
0.9,0.1,0.1,0.0,0.6613005700441911
0.4,0.2,0.8,0.5,0.30097558161157034
0.8,0.4,0.9,0.4,0.42774549803718726
0.0,0.5,0.1,0.2,0.08448955436062658
0.7,0.4,1.0,0.0,0.36443079956198055
0.6,0.1,0.4,0.9,0.3576065857785447
0.9,0.1,0.2,0.1,0.6613005700441911
0.5,1.0,0.6,0.7,0.2580751154248174
0.3,0.4,0.5,0.6,0.042016983116829804
0.6,0.3,0.4,0.7,0.2965528766253136
0.4,0.5,0.5,0.9,0.18599075689041825
0.9,0.1,0.3,0.8,0.45217881454323755
0.8,0.5,0.1,0.3,0.4156079543054392
0.6,0.3,0.5,0.1,0.4558217567814603
0.5,1.0,0.7,1.0,0.3194424398986975
0.5,1.0,0.8,0.3,0.26869957017401086
0.5,0.3,0.0,0.9,0.19882162302443812
0.6,0.3,0.5,0.8,0.2965528766253136
0.4,0.9,0.7,0.3,0.25967055978462666
0.4,0.0,0.5,0.8,0.1919516839322863
0.6,0.7,0.6,0.4,0.3155460336092887
0.5,1.0,0.8,0.9,0.1983237720036283
0.6,0.3,0.6,0.2,0.48395872541703366
0.5,0.3,0.1,0.2,0.19513622817063475
0.0,0.9,0.2,0.9,0.2828769401722155
0.9,0.1,0.5,1.0,0.45217881454323755
0.5,0.4,0.2,0.9,0.26602922765597914
0.5,1.0,0.9,0.2,0.2906828976737304
0.5,1.0,0.9,0.3,0.3000545773191232
0.5,0.8,0.0,0.8,0.21239582914187105
0.5,1.0,0.9,0.8,0.3423083406564521
0.8,0.5,0.4,0.4,0.373399066930092
0.4,0.6,0.7,0.9,0.19512730011898186
0.5,1.0,1.0,0.2,0.4203111446299756
0.3,0.3,0.3,0.5,0.016681681578583938
0.9,0.1,0.7,0.6,0.6613005700441911
0.6,0.3,0.7,0.9,0.3398418884110028
1.0,0.8,0.4,0.1,0.4979783400167282
0.5,1.0,1.0,0.7,0.3430567735542067
0.4,0.8,0.9,0.1,0.3866352912980638
0.9,0.1,0.8,0.1,0.5797853282827501
0.6,0.3,0.8,0.2,0.48395872541703366
0.5,1.0,1.0,0.9,0.32124179641492945
0.4,0.7,0.8,0.0,0.24793113922191204
0.7,1.0,0.2,0.6,0.3497050981276105
0.6,0.0,0.1,0.1,0.3942411485244029
0.6,0.3,0.8,1.0,0.3398418884110028
0.9,0.1,0.9,0.2,0.6613005700441911
0.7,0.5,0.5,0.0,0.3884115044303849
0.3,0.6,0.8,0.5,0.1277752477922697
0.5,0.1,0.2,0.5,0.290916535411903
0.6,0.1,1.0,0.7,0.5158410242810173
0.4,0.3,0.2,0.9,0.13580113409955707
0.3,0.6,0.9,0.0,0.13894877687089233
0.0,0.7,0.9,0.1,0.505133087591011
0.6,0.0,0.3,0.2,0.42471988037895486
0.3,0.4,0.3,0.9,0.04064439279354951
0.9,0.2,0.0,0.5,0.37296769619871345
0.0,0.4,0.9,0.1,0.17367668186165378
0.0,0.7,0.2,0.6,0.29381842536543445
0.5,0.8,0.3,0.9,0.2042441682045079
0.6,0.3,1.0,0.8,0.4648569876773201
0.4,0.2,0.4,0.7,0.1954838389664724
0.3,0.7,0.4,0.3,0.07994858068916982
0.6,0.0,0.3,1.0,0.20958731206984407
0.4,0.0,0.0,0.1,0.16846452877271648
0.0,0.7,0.5,0.7,0.18703858083961364
0.4,0.3,0.3,0.6,0.19482926734324635
0.6,0.4,0.1,0.0,0.4191638654876239
0.3,0.7,1.0,0.8,0.10992331602151918
0.9,0.2,0.2,0.7,0.41438618836472885
0.6,0.0,0.5,0.6,0.2548707331496786
0.4,0.1,0.0,0.1,0.12903247381268831
0.6,0.8,0.2,0.7,0.27114353454255213
0.8,0.5,1.0,1.0,0.44752350976597843
0.6,0.4,0.2,0.3,0.31612663350089926
0.6,0.0,0.7,0.1,0.42373761360134055
0.8,0.6,0.1,0.4,0.4005400706680741
0.9,1.0,0.2,0.4,0.3012574863112197
0.7,1.0,0.8,0.2,0.44639789601636476
0.6,0.8,0.4,0.3,0.2882150644254883
0.6,0.4,0.3,0.8,0.3092601909180327
0.8,0.6,0.2,0.3,0.3242646897727866
0.0,0.7,0.9,0.5,0.37002894016656496
0.9,0.2,0.5,0.4,0.5324433889711908
0.1,0.0,0.4,0.9,0.37243530234799527
0.9,0.2,0.5,1.0,0.41438618836472885
0.3,0.5,1.0,0.6,0.09409866066275693
0.0,0.5,0.9,0.9,0.21971978853638047
0.6,0.0,0.9,0.1,0.49473334070944003
0.9,0.2,0.6,0.5,0.6105483917573312
0.6,0.0,0.9,0.3,0.2891520072683376
0.0,0.5,0.1,1.0,0.14096443403207734
0.4,0.1,0.1,1.0,0.11494330017843078
0.5,0.8,0.7,0.8,0.30387110623761915
0.4,0.8,0.2,0.9,0.14572234957309044
0.6,0.2,0.6,0.9,0.35837839255232207
0.6,0.0,0.9,0.9,0.3343108502836118
1.0,0.9,0.7,0.8,0.40680233997540555
0.9,0.2,0.7,0.6,0.6105483917573312
0.0,0.8,0.3,0.5,0.2768116940466708
0.0,0.9,1.0,0.4,0.43124202846553594
0.6,0.4,0.7,0.0,0.48395872541703366
0.6,0.0,1.0,0.9,0.41345518853536434
0.3,0.4,0.1,1.0,0.02383673690387537
0.9,0.2,0.8,0.7,0.505691853074757
0.6,0.4,0.7,0.4,0.4648569876773201
0.0,0.4,0.4,0.7,0.07401907496608014
0.5,0.3,0.9,0.4,0.28334919651492635
0.3,0.5,0.1,0.3,0.042016983116829804
0.6,0.1,0.1,0.0,0.48626864146158966
0.6,0.1,0.1,0.2,0.4010329253301313
0.9,0.2,1.0,0.4,0.5715084678376018
0.6,0.2,0.9,0.7,0.5031983842783219
0.0,0.7,0.9,0.9,0.2910807256952654
0.6,0.1,0.1,0.6,0.352760323693023
0.6,0.4,0.9,0.4,0.4558217567814603
0.8,0.0,0.3,1.0,0.2900492578876196
1.0,1.0,0.1,0.7,0.34552946113698124
0.3,0.6,0.7,0.8,0.08023388363406674
0.9,0.3,0.0,0.8,0.3653076739943359
0.6,0.4,0.9,0.8,0.4191638654876239
0.8,0.6,1.0,0.7,0.46565394960262735
0.6,0.1,0.2,0.1,0.3964338758557107
0.9,0.3,0.1,0.4,0.38073527883422287
0.6,0.1,0.2,0.5,0.30309308487964515
0.6,0.5,0.0,0.0,0.35417774002042846
0.6,0.3,0.0,1.0,0.3140681005203069
0.4,0.3,0.0,0.9,0.151631756077271
1.0,0.0,0.1,0.2,0.3648054399208501
0.4,0.3,0.8,0.9,0.22938582933368726
0.9,0.3,0.2,0.5,0.43490332069858173
0.4,0.3,0.1,0.0,0.22960234332538462
0.9,0.3,0.3,0.1,0.4920131686748723
0.6,0.5,0.0,0.9,0.2782872399338468
0.6,0.3,0.1,0.7,0.3140681005203069
0.9,0.3,0.3,1.0,0.4189739122750657
0.6,0.1,0.3,0.8,0.3132779494996304
0.5,0.9,0.1,0.2,0.24899027554823105
0.4,0.0,0.7,0.9,0.15763926652496196
0.3,0.7,0.3,0.9,0.044565338342285446
0.6,0.5,0.1,0.9,0.23892585243248549
0.4,0.1,0.5,0.6,0.1219633499648962
0.5,0.2,0.0,0.4,0.20702449386105526
0.6,0.1,0.4,0.7,0.2607255779426731
0.6,0.5,0.2,0.2,0.35417774002042846
0.6,0.3,0.3,0.2,0.473882113406712
0.4,0.7,0.7,0.8,0.19830715884415434
0.3,0.3,1.0,0.9,0.03505285828513941
0.6,0.5,0.2,0.6,0.29259209071321535
0.9,0.3,0.6,0.2,0.639345025199158
0.6,0.1,0.5,0.2,0.33070638798896185
0.6,0.1,0.5,0.4,0.4098507262407144
0.6,0.5,0.2,1.0,0.23892585243248549
0.3,0.7,1.0,0.6,0.0923256023187145
0.4,0.8,0.9,0.4,0.37604902244862687
0.8,0.7,0.4,0.8,0.29963085508984155
0.9,0.3,0.7,0.0,0.5578297834377172
0.6,0.3,0.4,0.1,0.5031983842783219
0.3,0.5,0.9,0.3,0.10100727907407601
0.6,0.1,0.5,0.8,0.19683956268510114
0.3,0.8,0.5,0.9,0.06837786071307672
0.8,0.1,0.0,0.8,0.3009631283705413
0.4,0.4,0.0,0.3,0.19190388202785583
0.6,0.1,0.6,0.2,0.5159556479075721
0.6,0.1,0.6,0.3,0.42013315130669043
0.3,0.4,1.0,0.7,0.07870161153268715
0.9,0.3,0.9,0.4,0.639345025199158
0.6,0.5,0.4,0.8,0.29259209071321535
0.5,0.9,0.4,0.6,0.3371699367896842
0.4,0.1,0.7,0.5,0.23628413550726607
0.6,0.1,0.7,0.4,0.49112887841478997
0.6,0.1,0.7,0.8,0.4010329253301313
0.5,0.9,0.5,0.0,0.3598497149300157
0.6,0.5,0.5,0.5,0.35417774002042846
0.7,0.7,0.1,0.2,0.3330967623548832
0.6,0.9,0.6,0.8,0.27114353454255213
0.6,0.1,0.8,0.3,0.36455610352187956
0.9,0.4,0.0,0.9,0.3792046739095916
0.8,0.7,0.8,1.0,0.40470358901831316
0.6,0.1,0.8,0.5,0.39063668622975295
0.6,0.1,0.8,0.9,0.31928115770547233
0.6,0.5,0.6,0.6,0.35417774002042846
0.1,0.0,0.6,0.5,0.6613005700441911
0.4,0.5,0.2,0.8,0.09462957172140038
0.6,0.3,0.8,0.0,0.5031983842783219
0.9,0.4,0.2,0.5,0.44880032061383746
0.6,0.5,0.7,0.3,0.49210291155092484
0.6,0.1,0.9,0.6,0.42013315130669043
0.0,0.4,0.5,0.4,0.09370511699866231
0.3,0.6,0.6,0.9,0.07401907496608014
0.0,0.0,0.8,0.7,0.28989128212682774
0.0,0.5,0.7,0.9,0.15181109827705383
0.4,0.7,0.2,0.1,0.19403005193829992
0.6,0.9,0.8,0.8,0.2428939044878897
0.0,0.7,0.7,0.2,0.34262862594328136
0.5,0.4,0.6,1.0,0.2951426458179787
0.6,0.5,0.7,1.0,0.31995169407538865
0.0,0.6,0.8,0.7,0.24294160899966857
0.6,0.5,0.8,0.0,0.5132096620613903
0.0,0.5,0.5,0.1,0.2869875815270822
0.4,0.3,0.6,0.2,0.30294695902981045
0.9,0.4,0.4,0.1,0.6399358320894213
0.6,0.1,1.0,0.9,0.4098507262407144
1.0,0.1,0.6,1.0,0.30985863463156255
0.5,0.9,0.8,0.5,0.42676201277323983
0.6,0.5,0.9,0.5,0.49210291155092484
0.0,0.7,1.0,1.0,0.2910807256952654
0.6,0.5,0.9,0.9,0.35417774002042846
0.9,0.4,0.6,0.3,0.553266619031148
0.6,0.2,0.1,0.7,0.2544541804789328
0.8,0.8,0.4,0.7,0.315509231966515
0.4,0.1,0.3,0.6,0.16557077589431293
0.6,0.2,0.2,0.1,0.3852267260586545
0.3,0.4,0.8,0.8,0.043522778936457535
0.3,0.5,0.7,1.0,0.042016983116829804
0.4,0.2,0.0,0.1,0.1350822492046489
0.3,0.7,0.3,0.2,0.09991992566664891
0.7,0.7,0.7,0.3,0.3490080868284933
0.8,0.8,0.5,0.8,0.3800674362113482
0.5,0.8,0.6,0.4,0.3601741796256914
0.4,0.3,0.7,1.0,0.1287472200999052
0.6,0.2,0.3,0.1,0.47362600145889433
0.9,0.4,0.7,1.0,0.36788074285304484
0.6,0.4,0.1,1.0,0.29941581145085283
0.0,0.1,0.0,1.0,0.30850174209678344
0.6,0.2,0.3,0.8,0.3038648916534224
0.5,0.0,0.7,0.8,0.2680681007485088
1.0,0.2,0.1,0.0,0.3934058398711695
0.6,0.6,0.1,0.7,0.3061852679347856
0.6,0.2,0.4,0.9,0.29611863462047466
0.6,0.2,0.5,0.1,0.397208086238019
0.8,0.2,0.1,0.6,0.35320483711193984
0.9,0.4,1.0,0.2,0.6444989964959906
0.6,0.2,0.5,0.3,0.4784862384120946
0.6,0.6,0.2,0.9,0.26682388043342437
0.6,0.6,0.3,0.5,0.32211467635830165
0.0,0.4,0.9,0.8,0.1159692787480001
0.5,0.2,0.9,0.3,0.412022561874912
0.8,0.8,1.0,0.3,0.43336015258633354
0.6,0.6,0.3,1.0,0.26682388043342437
0.6,0.4,0.5,0.2,0.4840966465386083
0.4,0.2,0.3,0.1,0.2462432815665951
0.9,0.5,0.0,0.9,0.3757760916979486
0.3,0.8,0.5,0.8,0.04478423816051153
0.5,1.0,0.2,0.0,0.31153514701537127
0.6,1.0,0.6,0.3,0.321971481219284
0.9,0.5,0.1,0.4,0.4453717384021945
0.4,0.4,0.9,0.9,0.21169163418613882
0.4,0.5,0.7,1.0,0.08471340385544615
0.9,0.5,0.1,1.0,0.30760606363549947
0.4,0.7,0.7,0.1,0.30039412388084447
0.6,0.6,0.5,0.6,0.32681813665825526
0.4,1.0,0.9,0.4,0.2864894813444468
0.0,0.7,0.9,0.7,0.38237008162687564
0.4,0.0,0.9,0.8,0.19795201216089522
0.6,0.6,0.5,1.0,0.2788256645726124
0.6,0.2,0.8,0.1,0.31702770358907734
0.6,0.6,0.6,0.9,0.3061852679347856
0.3,0.6,0.5,0.5,0.09211847821564179
0.6,0.2,0.8,0.9,0.3668325123393105
0.5,0.8,1.0,0.4,0.4062972069485365
0.9,0.5,0.3,0.6,0.3912036965378356
0.6,0.2,0.9,0.1,0.3666755767638922
0.6,0.6,0.7,0.3,0.48400511358639753
0.7,0.8,0.2,0.4,0.3045454634342831
0.6,0.2,0.9,0.3,0.33506186085376205
0.6,0.4,0.7,1.0,0.3530820497315828
0.9,0.5,0.4,0.1,0.59781184595966
0.4,0.5,0.0,0.7,0.14639556089540334
0.3,0.4,0.6,0.8,0.016681681578583938
0.4,0.9,0.8,0.6,0.25686345158577883
0.8,0.9,0.4,0.0,0.47295914701734276
0.4,0.4,0.1,0.1,0.20122937883923586
0.6,0.2,1.0,0.1,0.4074905113039951
0.6,0.6,0.8,0.9,0.3508802032642222
0.0,0.8,0.1,0.2,0.32125129179512696
0.8,0.2,0.9,0.4,0.4574989015160781
0.6,0.6,0.9,0.3,0.5132096620613903
0.3,0.5,0.6,0.4,0.06033043482613167
1.0,0.3,0.1,0.9,0.27910083197117397
0.9,0.5,0.6,0.9,0.36445216064140185
0.7,0.0,0.0,1.0,0.2347364684815782
0.6,0.3,0.1,0.1,0.25953469291125764
0.5,1.0,0.5,0.9,0.32124052836616823
0.1,0.0,0.8,0.1,0.6613005700441911
0.5,0.5,0.4,0.8,0.27371049591968377
0.9,0.5,0.7,1.0,0.4453717384021945
0.6,0.7,0.0,0.3,0.31255407643460653
0.6,0.3,0.2,0.0,0.45622245316675397
0.3,0.7,0.2,0.4,0.07401907496608014
0.0,0.5,0.2,0.7,0.12353030362765051
0.6,0.7,0.1,0.0,0.3572490117640431
0.9,0.5,0.9,0.0,0.6391010267147856
0.6,0.7,0.1,0.8,0.2731926889332452
0.6,0.3,0.3,0.5,0.319381038159014
0.6,0.3,0.3,0.8,0.26029523591524995
0.9,0.5,1.0,0.8,0.5902836340387828
0.6,0.3,0.3,1.0,0.17469931461222182
0.7,0.8,0.8,0.4,0.3898534006757902
0.8,0.9,1.0,0.6,0.4065004279391483
0.8,0.3,0.4,0.6,0.3874758459393746
0.1,0.0,0.8,0.7,0.5797853282827501
0.6,0.7,0.3,0.6,0.31255407643460653
0.8,1.0,0.0,0.7,0.381265788705318
0.6,0.3,0.5,0.2,0.4784862384120946
0.4,0.6,0.3,0.2,0.1852667865754735
0.6,0.3,0.5,0.4,0.23237215075996953
0.5,1.0,0.9,0.9,0.3809180454282334
0.0,0.7,1.0,0.4,0.5190620034583349
0.6,0.3,0.5,0.6,0.2998651516346174
0.4,0.2,1.0,0.7,0.2462432815665951
0.6,0.5,0.4,0.6,0.3732360810886683
0.0,0.6,0.0,0.5,0.19369295484679688
0.3,0.6,0.4,0.2,0.07408004677895665
0.6,0.7,0.4,0.7,0.31255407643460653
0.3,0.7,1.0,0.2,0.13002944933567137
0.5,0.5,0.9,0.1,0.3989635356167859
0.6,0.3,0.6,0.8,0.2694335189776977
